headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
band-n	Typically they may be used to filter out unwanted signals that may be present in a band above the wanted pass <band>.	a1.sx	a2.s3	a3.s2	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Do they automatically switch frequencies within the <band> when they detect interference?	a1.s2	a2.s2	a3.s2	a4.s2	a5.sx	a6.s4	a7.sx
band-n	A weak <band> near 1960 cm(-1) is assigned to alpha-lactone, cyc-CH(2)C(=O)O, a coproduct of OH.	a1.s13	a2.s3	a3.s2	a4.s17	a5.sx	a6.sx	a7.sx
band-n	The one-electron paramagnetic complexes (1-4) display a low energy d-d <band> near 600 nm in aqueous medium and show a quasi-reversible cyclic voltammetric response due to one-electron Cu(II)/Cu(I) reduction near - 100 mV (versus SCE) in DMF-0.1 M TBAP.	a1.s14	a2.s3	a3.s2	a4.s17	a5.sx	a6.sx	a7.sx
band-n	But to be honest, Mink Stole were more a Noise <band> than a grunge band.	a1.sx	a2.s3	a3.s1	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Shortly after its release, Jim would leave to form The Human Condition, leaving the <band> without a drummer and record label.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Take You Higher is the first and only studio album by Australian funk <band> Dynamic Hepnotics, released in May 1985.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Girls who start a punk <band> without any instruments, even though everybody says that punk is dead.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The brunette was rocking a figure-flaunting and trendyn wardrobe, with black yoga pants clinging to her super-long legs, plus a matching spandex sports bra with a white <band> under the bust.	a1.sx	a2.s3	a3.s3	a4.s8	a5.sx	a6.s3	a7.sx
band-n	Later on, Bivouac set up his own studio facility to help develop his production and composition, while continuing to work live with various <bands> as a guitarist and, occasionally, keyboard player.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The sensor module has resonant frequencies outside the YSP <band> when it is extended outside the monolithic tool body.	a1.s2	a2.s2	a3.sx	a4.s2	a5.sx	a6.s4	a7.sx
band-n	Interior glazed black except for reserved dot at center of floor, wide and narrow reserved <bands> inside lip.	a1.s3	a2.s3	a3.s3	a4.s4	a5.sx	a6.sx	a7.sx
band-n	Have you ever sat on the stage while a <band> plays?	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The number of amplified fragments for each primer ranged from 3 (UBC 860) to 13 (UBC 840A and UBC 810) with a mean of 8.5 <bands> per primer which varied in size from 300 to 1500 bp.	a1.s16	a2.s3	a3.s2	a4.s22	a5.sx	a6.sx	a7.sx
band-n	Within a year they released the <band's> first album, Heavy.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	A Hongwu copper red pear-shaped ewer, also in the Palace Museum collection, shares a similar ratio of underglaze decoration to white space, as well as peony scrolls in the main decorative band and a lingzhi fungus scroll above the lappet <band>.	a1.s11	a2.s4	a3.s2	a4.s7	a5.s6	a6.sx	a7.sx
band-n	Due to an oversized bill, and the night having to end at 11pm instead of 2 am due to pressure from the cops, the Shy Guys, The Grand Prixx, The Kung Fu Monkeys, and DBA had to cut setlists to 3 songs per <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The Orcherta Sinfonica Giacomo Rossini is a scratchier <band> than the Rai orchestra, which has overseen proceedings in the other two main productions in this year's programme.	a1.s1	a2.s1	a3.s1	a4.s19	a5.s1	a6.s1	a7.sx
band-n	The smaller <band> above the string bands (marked A in the figure) represents the bowing pressure, or amplitude of the sounds.	a1.s10	a2.s3	a3.sx	a4.s12	a5.sx	a6.sx	a7.sx
band-n	"But that's stating the obvious to anyone who's familiar with how we worked in the last several years -- Mike starting with Letting off the Happiness and Nate when he joined the <band> after the recording of Lifted.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Broad absorption <bands> near 3,427.85 cm-1 in ZnO and 3470.15 cm-1 in K-ZnO are corresponds to the O–H mode of the atmospheric water molecules absorbed on surface.	a1.s13	a2.s3	a3.s2	a4.s20	a5.sx	a6.sx	a7.sx
band-n	This set examines both traditional and contemporary music, including a brilliant ska-banda mix by the popular rock en espanol <band>, Cafe Tacuba.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The Marshall Tucker Band, produced by Paul Hornsby, featured a sound unlike any other <band> to come out of the South.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Yes, the <band> behind hits such as "Don't Wanna Miss A Thing" might not seem the best pick for a rough-and-gritty shooter, but this didn't stop Midway from cranking out Revolution X in 1994.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	If we are talking about room modes per. the artical posted above, we are, in fact, talking about ONE offending frequency per <band>, not several.	a1.s2	a2.s2	a3.s2	a4.s10	a5.sx	a6.s4	a7.sx
band-n	This usually results in needing several different coils to tune across an entire <band> - like is the case with the Motorola MICOR and GE MASTR II.	a1.s2	a2.s1	a3.s1	a4.s2	a5.sx	a6.sx	a7.sx
band-n	Mark Walton replaced Kendra Smith as the bas palyer in The Dream Syndicate in 1983, and stayed in the <band> until the split up in 1989.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	When hanging out or performing with his <band>, Keanu's comfortable in jeans and a plain T-shirt.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Feeder bands - In tropical systems, feeder bands are the spiral <bands> of showers and thunderstorms that follow the outer bands and precede the center of the storm.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Amateurs will endeavour to contact amateurs in VK call areas, ZL and P29 on all <bands> except WARC bands.	a1.sx	a2.s1	a3.sx	a4.s6	a5.sx	a6.sx	a7.sx
band-n	They say its to spread torque across the <band>...but isn't that what the higher displacement was for?	a1.s15	a2.s3	a3.s3	a4.s2	a5.sx	a6.sx	a7.sx
band-n	Loop the <band> underneath your feet, footplate, or underneath your bottom 2.	a1.sx	a2.s3	a3.s3	a4.s4	a5.sx	a6.sx	a7.sx
band-n	You say it's our fifth album but we really consider it to be our third album because the <band> became more professional after signing with Century Media Records in 2009.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	I would like to have engraved inside every wedding <band> 'Be kind to one another'.	a1.s6	a2.s3	a3.s3	a4.s15	a5.sx	a6.s2	a7.sx
band-n	Apply a thin line of LashGrip or DUO strip lash adhesive along <band>.	a1.s6	a2.s4	a3.s3	a4.s4	a5.sx	a6.s3	a7.sx
band-n	Until now (i.e., through the 4G era), wireless phones have operated in various <bands> between 600 MHz and 6 GHz regions, but with the full deployment of 5G, frequency bands above 24 GHz (mmWave) will be used.	a1.s2	a2.s2	a3.s2	a4.s11	a5.s9	a6.s4	a7.sx
band-n	Underparts are white with two black <bands> across the breast.	a1.s8	a2.s3	a3.s3	a4.s8	a5.sx	a6.s3	a7.sx
band-n	Feedback rarely occurs on the exact center of the frequency band so two adjacent frequency <bands> may have to be reduced in parallel to eliminate the feedback.	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	However I decided to replace the original leather band against a metal <band> which bring the weight up to 112g.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	It was self-funded with a relatively small budget and we had meticulously rehearsed the songs as a <band> before recording.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Yet this new common ground was not enough and the tensions within the <band> did not die down.	a1.s1	a2.s3	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx
band-n	The acclaimed EP came out in 2017 and in that same year and Desolator joined the <band> as permanent drummer.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Everyone had control of the band except the <band>.	a1.sx	a2.s3	a3.sx	a4.s6	a5.sx	a6.sx	a7.sx
band-n	Guitarist/vocalist Mike Rainone joined the <band> before the album's released, but did not actually play on it.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	It requires a connection to a HF receiver (serial cable) and an antenna tuned on HF <bands> between 14100 kHz and 28200 kHz.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
band-n	The underside is brown, with a darker brown <band> across the wing from apex to the middle of the dorsum.	a1.s3	a2.s3	a3.s3	a4.s12	a5.sx	a6.sx	a7.sx
band-n	Dr. Acula and Girl on Fire toured alongside the <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The Jam brings strength to the song, with a tighter sound, and quicker beats, and it most likely was recorded while the <band> wore tailored suits.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The songs featured on Homesick were written while the <band> were on Warped Tour 2008 and on the Easycore Tour with producer Chad Gilbert of New Found Glory.	a1.s1	a2.s1	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx
band-n	When you tally your WES QSOs, however, you can still only count one QSO per <band> per member.	a1.s2	a2.s2	a3.sx	a4.s10	a5.sx	a6.sx	a7.sx
band-n	Inside, black to brown glaze to below neck; the edge of the rim glazed outside, and two <bands> below the handles.	a1.s5	a2.s3	a3.s3	a4.s4	a5.sx	a6.sx	a7.sx
band-n	Wicked album from this great British jazz funk <band> featuring the awesome super-tight 2-stepper Ain't No Half Steppin' and the disco classic Boogie Nights!...	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	HOWEVER, I like it better than a traditional band because this new <band> doesn't make my hands smell or itch; you can use the loop holes to tighten the resistance; and I don't have to worry about the band snapping back and hitting my son in the face (yes that has happened before with a traditional resistance band-OUCH!).	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	I stayed a couple of nights with Jay, whose house she shared, and then went a little further downcountry (this is all Cornwall, for you atlas-hounds: Liskeard and Lower Sticker) to see Mum and my kid sister's family, including the splendid 17-year-old who is doing just what 17-year-olds should do, playing in a punk <band> and all.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Running one radial per <band> would be enough for many purposes.	a1.s2	a2.s3	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
band-n	J.D. Is my favorite <band> so no band out now would compare to them in my mind.	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	I push my fingers under the <band> of your panties to feel the heat, the moisture and the anticipation glowing from your glistening wet pussy.	a1.sx	a2.s3	a3.s3	a4.s12	a5.sx	a6.s3	a7.sx
band-n	This state is energetically located 1.5 eV above the conduction <band>, which permits it to be directly excited by the output of a Ti:sapphire laser.	a1.s2	a2.s3	a3.s2	a4.s5	a5.s5	a6.sx	a7.sx
band-n	All emissions outside the <band> 5150-5350 MHz shall not exceed -27 dBm/MHz e.i.r.p. and its power shall comply with the spectral power density for operation within the band 5150-5250 MHz.	a1.s2	a2.s2	a3.s2	a4.s2	a5.sx	a6.s4	a7.sx
band-n	The Offspring is considered on of the leading bands in the California punk rock scene alongside <bands> like Greenday.	a1.s12	a2.s1	a3.s1	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Book away from the <band> because the band is always appalling (we're talking 20 years' experience here).	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	The proposed antenna, with the size of 19×32mm2, can operate over the frequency <band> between 2.9-26.05 GHz for VSWR  2 with dual band notches of 3.3-3.74 GHz and 5.1-5.8 GHz.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
band-n	For the purpose of standardizing the Inver <bands> against the Steel bands, it was necessary to construct a Field Standard Base, known hereafter as F.S.B. The method and equipment used can best be followed by reference to the appended photos and the plan of the Field Standard Straining Gear.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Priestess were a good rock <band> from Montreal that came down just for this show, as a showcase for label types.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	My dream of marching behind the Artane Boys <band> disappeared.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Red design: <band> below lip, around body two zones of zigzags between bands.	a1.s3	a2.s3	a3.s3	a4.s12	a5.sx	a6.sx	a7.sx
band-n	Fourier transform infrared spectroscopy indicated the absorption bands of raw wood to be 1627 cm-1 due to carbonyl stretching and WPC show increased absorption <band> near 1733 cm-1.	a1.s13	a2.s3	a3.s2	a4.s20	a5.sx	a6.sx	a7.sx
band-n	He will be on tour alongside Hawaiian-based reggae <band> The Green.	a1.s1	a2.s8	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Eureka 147 can operate in any frequency <band> above 30 MHz, but the commonest bands are likely to be a VHF band around 230 - 240 MHz and the DRB L-Band spectrum of 1452-1492 MHz.	a1.s2	a2.s2	a3.s2	a4.s11	a5.s1	a6.s4	a7.sx
band-n	Tuning steps of 100 kHz or 25 kHz allow for up to 3072 frequencies per <band>.	a1.s2	a2.s2	a3.s2	a4.s10	a5.sx	a6.s4	a7.sx
band-n	"Jane Doe", a bonus track by Dutch symphonic metal <band> Within Temptation on their album The Silent Force	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The sturdily potted globular body is deeply moulded and carved with four foliated chrysanthemum scrolls above a <band> of narrow upright petals, the ribbed neck with bands of incised chevron and ruyi pattern flared upwards to a rolled-top mouth decorated with applied bosses.	a1.s11	a2.s4	a3.s2	a4.s7	a5.s6	a6.sx	a7.sx
band-n	"I'm Already Gone" was written while the <band> was touring with Bring Me the Horizon in the UK while McKinnon was on the tour bus, "a long time ago".	a1.s1	a2.s1	a3.sx	a4.s1	a5.sx	a6.s1	a7.sx
band-n	There was always something happening on the stage while the <band> played.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Consequently, the normally beautiful HandEra 330 screen looks washed out, with a black <band> across the lower middle of the screen.	a1.sx	a2.s3	a3.s3	a4.s18	a5.sx	a6.sx	a7.sx
band-n	Minus Tracks (e.g., Minus Guitar, Minus Bass) feature the full <band> without the indicated instrument.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Place the resistance <band> underneath both feet and take up some slack on the band so there is moderate tension before you begin the exercise.	a1.sx	a2.s3	a3.s3	a4.s4	a5.sx	a6.sx	a7.sx
band-n	Taken from 2004's This Island (the <band's> final album before their hiatus/before they decided to abandon all indie cred and work on Christian Aguilera's Bionic), this lesbianism anthem, penned by indie feminist/facial hair icon, JD Samson, is all about breaking free from prejudice and werkin' sexual preferences with pride.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	And get close to the stage so the <band> can actually hear you.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	Photo Christie's Image Ltd 2015 The body carved with stylized lotus scroll below a <band> of upright leaves on the neck, and covered allover in a glaze of pale sea-green color; 8 7/8 in.	a1.sx	a2.s4	a3.s2	a4.s7	a5.s6	a6.sx	a7.sx
band-n	In early 2006, shortly after Mike Crisis joined the <band> as the new official drummer, the Jack Anthony band was asked by MTV to take part in a brand new reality show called Garage Band Makeover.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Myers joined Eddy Raven's <band> as a guitarist on his Nashville arrival and wrote the hits I Got Mexico , Bayou Boys, You Should've Been Gone By Now and Sometimes A Lady.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	The album swiftly established Cancer as one of the highlights of the rising UK death metal scene alongside such <bands> as Bolt Thrower and Carcass.	a1.s12	a2.s1	a3.s1	a4.s1	a5.sx	a6.sx	a7.sx
band-n	I don't currently play in a <band>, so I don't have much to promote other than that I am a graphic designer specializing in branding, so if there are any pedal/amp/guitar manufacturers, big or small, looking for some graphics, packaging concepts or advertising then give me a shout...	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Band intolerance: some patients cannot tolerate the <band> because the band is a foreign object placed in the stomach.	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Pavement - "Loretta's Scars": Probably my favorite song by my favorite <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Would you go see a cover band because the real <band> couldn't finish the tour?	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Strike up the <band>, come to the cabaret, and run away to the circus all at once.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Pushing the pace he slipped a finger under the <band> of her underwear, and noted how Gwen squirmed in order to allow him better access.	a1.sx	a2.s3	a3.s3	a4.s12	a5.sx	a6.s3	a7.sx
band-n	I have guitar hero world tour for my wii and was looking for anyone to add my code and be my friends maybe some band versus <band> with the friend roster online who knows what will go down.	a1.s14	a2.s7	a3.s2	a4.s17	a5.s5	a6.sx	a7.sx
band-n	He's great solo without a <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	It's thought provoking and dream invoking, prompting reflection and revelation, a very special album from a <band> who are a true musical treasure of untold worth, with a rich history and an exciting future.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Call Cake just a novelty band if you want to (many do, though I don't exactly see why), but they have a sound unlike any <band> I've heard--and that goes beyond just the often-mentioned unconventional instrumentation and into their production style, use of space, and phrasing.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Dean Swagger was a local band that consisted of three friends, two of whom also played as another <band> without the bassist that became more successful (The Modey Lemon, themselves later expanded to a three-piece with a different friend).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Global damping's been in full effect today, slowing my progress up the M4 to London; even worse on the way home, giving band after <band> of medium to very heavy showers.	a1.sx	a2.s3	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Examples of sharp contrast lines include a black belt against light-colored pants, a dark watch band against a light-skinned wrist, and a white watch <band> against a dark-skinned wrist.	a1.sx	a2.s3	a3.s3	a4.s12	a5.sx	a6.s3	a7.sx
band-n	'Tender' was taken over by the now traditional crowd sing-a-long, with "Love's the greatest thing" displayed in many different languages on the screen behind the <band>.	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Two wide purple-red <bands> below the handles; the other decoration ... Early 6th. c.	a1.s5	a2.s3	a3.s3	a4.s4	a5.sx	a6.sx	a7.sx
band-n	Adriano Cintra (formerly of CSS) and Marina Vello (former MC in Bonde Do Rolê) first met when touring with their respective <bands> although it wasn't until last year that Madrid was born.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	Wedding Bands Design constructed this white gold Stargate wedding band so the inner <band> can rotate within the outer "gate" area.	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Hams routinely refer to all the amateur <bands> below 200 MHz by their wavelength instead of their frequency, and it's quite common to hear the higher frequency bands by wavelength as well, so it's important to be able to do this translation on the fly (at least until you memorize the more common ones).	a1.s2	a2.s2	a3.s2	a4.s2	a5.s5	a6.s4	a7.sx
band-n	Mostly pale gray to near white below, some streaking on the throat and upper breast terminating with a <band> across the breast.	a1.s8	a2.s3	a3.s3	a4.s8	a5.sx	a6.s3	a7.sx
band-n	This was the last album until the <band> recently released on online exclusive EP so I hope this is a sign that their work will continue until those that make the music feel its time to hang it up, and in that case they all have great side/solo-projects that are worth checking out.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Plus, a seemingly continuous delivery of 280 lb-ft. of torque throughout the rev <band>, makes it feel like even more.	a1.s7	a2.s3	a3.s3	a4.s9	a5.sx	a6.sx	a7.sx
band-n	Rather, they usually host progressive/classic rock <bands>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	By the time Pirat was released, Đordević left the <band> so the band featured guitarist and producer Dragan Dadi Stojanović in 1999.	a1.sx	a2.s3	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	The newly-formed Mashumairesh! gets a challenge to play in a battle of the bands against the popular <band>, REIJINGSIGNAL.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.sx
band-n	Adding to the dramatic effect are the words "Unleash the Spirit," beautifully engraved inside the <band>.	a1.s6	a2.s3	a3.s3	a4.s15	a5.sx	a6.s2	a7.sx
band-n	Rhodes left in August 1969, as did Funk, leaving the <band> without a guitarist.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	It's much more similar to the feel of a <band> than an orchestra,' says 12 Ensemble's co-artistic director, principal cello Max Ruisi.	a1.s1	a2.s1	a3.s1	a4.s19	a5.s1	a6.s1	a7.sx
band-n	Heading to Chicago, Illinois, Eckstine joined Earl Hines' Grand Terrace Orchestra in 1939, staying with the <band> as vocalist and trumpeter until 1943.[	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	A decade or so ago, Rowan Jiménez was riding the alt-Latino wave as the lead vocalist of Orixa, the Bay Area's most celebrated and original rock en español <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	With only its lead singer remaining, it took along a small orchestra to perform alongside the <band>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	They sound not unlike a <band> occupying an intriguing musical hinterland...	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Boron doped films have an acceptor level 0.368 eV above the valence <band>.	a1.s2	a2.s3	a3.s2	a4.s5	a5.s5	a6.sx	a7.sx
band-n	A Fanciful and unusual ring design combines a genuine lavender pearl set into briliantly polished 14k rose gold set onto a yellow gold <band>.	a1.s2	a2.s3	a3.sx	a4.s3	a5.sx	a6.s2	a7.sx
band-n	We present a comparison of CO fundamental rovibrational lines (observed in the M <band> near 4.7 μm) from the inner circumstellar disks around the Herbig AeBe stars AB Aur and HD 141569.	a1.s2	a2.s3	a3.s2	a4.s16	a5.s5	a6.s4	a7.sx
band-n	Late C18; Colour-washed brick; slate roof; 3-storey with parapet; projecting <bands> between storeys; central doorway with fluted Doric pilasters, entablature and pediment.	a1.s9	a2.s6	a3.s2	a4.s7	a5.sx	a6.sx	a7.sx
band-n	Alternative metal act Staind, who rose to fame in the same mid-2000s time frame as Disturbed, opens the show alongside California-based heavy metal <band> Bad Wolves.	a1.s10	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	The national flag of Poland, which was adopted in 1919, comprises a white horizontal <band> above a red horizontal band.	a1.s10	a2.s3	a3.sx	a4.s12	a5.sx	a6.sx	a7.sx
band-n	Long length or a tight <band> around the wrist will do that but I don't think men are much into this feature.	a1.s6	a2.s3	a3.s3	a4.s23	a5.sx	a6.s3	a7.sx
band-n	Unlike most units made for amateur radio use, Baofengs will transmit outside the amateur <bands> out of the box with no modifications necessary.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
band-n	She peeled the <band> off her wrist, and Skye did it with hers, and they traded.	a1.s6	a2.s3	a3.s3	a4.s12	a5.s4	a6.s3	a7.sx
band-n	In the summer of 2017, Knocked Loose played every date of the Vans Warped Tour on the Full Sail stage alongside <bands> such as Trophy Eyes, Boston Manor, and Movements.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	That said it is obvious that the leader is a versatile arranger and a composer of considerable ability who has attracted a group of talented players including some of Adelaide's best jazz soloists, lifting the band above run-of-the-mill cabaret <bands>.	a1.sx	a2.s3	a3.s2	a4.sx	a5.sx	a6.sx	a7.sx
band-n	I don't expect them to release the same level of quality of past albums because most <bands> in general are not able to keep that creativity and energy they once had when they were young.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Colours of One have played extensively across the UK throughout 2010 and 2011, playing alongside many up-and-coming <bands> such as Wales' Tiger Please, Straight Lines (band), Attack!	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	And that was the start of becoming actually more of a real <band> than a fantasy band.	a1.sx	a2.s3	a3.s1	a4.s1	a5.sx	a6.sx	a7.sx
band-n	Airplay for the single was much more limited than "Borders", while not being released while the <band> were on tour in which "Borders" was.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	After the release of Transit (second album), he already said he would leave the <band> after one last album.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	In the UK, the area of the wireless spectrum set aside for the use of 802.11b/g wireless networking devices is the ISM (Industrial, Scientific and Medical) <band> between 2.400 GHz and 2.497 GHz.	a1.s2	a2.s2	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
band-n	That which extends over the whole continent of India, is generally distinguished by a row of white points behind the blue and white spot on the hind-wing, and the white <bands> across the wings on the underside are well marked.	a1.s3	a2.s3	a3.s3	a4.s12	a5.sx	a6.sx	a7.sx
band-n	There is a continuum <band> near 540 nm.	a1.s14	a2.s3	a3.s2	a4.s17	a5.sx	a6.sx	a7.sx
band-n	In the performance, the paintings relating to the music are projected behind the <band> ,flowing through treasures of Turner's works hidden away in the vaults of the Tate, like "The Skies Sketch Book", where the music articulates the rhapsodic en pleine air sky studies which Turner filled its pages with.	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx	a6.s1	a7.sx
band-n	Elastic <band> under bust adjusts to fit a 32 to 40 bust	a1.sx	a2.s3	a3.s3	a4.s8	a5.sx	a6.s3	a7.sx
band-n	Up to eight simultaneous systems per frequency <band> (region dependent)	a1.s2	a2.s2	a3.s2	a4.s2	a5.s3	a6.s4	a7.sx
band-n	The 'BMW ShiftCam' variable camshaft control system ensures greater torque across the entire power <band> and boosts your control.	a1.s15	a2.s3	a3.s3	a4.s2	a5.sx	a6.sx	a7.sx
band-n	Therefore, a simple means of selecting a desired optimum operating frequency within the frequency <band> being used is to shorten the spiral line of radiating surface 202 until the resonant frequency is tuned to this desired optimum operating frequency.	a1.s2	a2.s2	a3.s2	a4.s2	a5.sx	a6.s4	a7.sx
band-n	Gooch had previously left the <band> after the recording of their first EP, and was replaced by Darren Mathiassen.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	In fact, the <band> behind hits like "Sunday Morning" and "Don't Speak" is currently on its first album since 2001's Rock Steady.	a1.s12	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.sx
band-n	Mystica Band is popular Progrssive Metal <band> in Bulgaria.	a1.sx	a2.s1	a3.sx	a4.s1	a5.sx	a6.sx	a7.sx
band-n	The present generation cellular wireless communication systems employ channel bandwidths as wide as 20 MHz in multipole <bands> between 800 MHz and 3.5 GHz with digitally modulated multi-carrier transmission schemes and hybrid access schemes in time, frequency and spatial domains.	a1.s2	a2.s2	a3.s2	a4.s11	a5.s9	a6.s4	a7.sx
band-n	The Department seeks comments on the suitability of including traffic rates of less than 1.544 Mb/s in the definition of low capacity systems for microwave <bands> above 1 GHz.	a1.s2	a2.s9	a3.s2	a4.s10	a5.s5	a6.s4	a7.sx
