headword	text	sense1	sense2	sense3	sense4	sense5
水-n	现代的生活压力比较大，很多人都会有失眠的痛苦，这个时候就不妨多喝点桂圆<水>了，因为桂圆的安神作用是比较明显的。	a1.s1	a2.s7	a3.s1	a4.s1	a5.sx
水-n	这时除了多喝<水>注意休息之外，还需要额外食用一些有助于缓解干咳的食材。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	同时，南水北调的来水可供保定市的生产、生活用水，水库的<水>就可以被置换结余下来，生态补水的水源便能得到保障。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	大西北传媒365房记者查阅有关信息，归纳了关于兰州新区建设的10大质疑包括：<水>资源的质疑、土地盐碱化的质疑、沙漠化的质疑、生态的质疑、路网建设的质疑、建好房子没有人居住的质疑、企业进去能否持续发展的质疑、国家对兰州新区支持的质疑、兰州新区未来发展的质疑等。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	“河里的<水>很干净，大家吃水用水都在河里挑。”	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	一直以来，我们一直经营法国夏朗特阿利维红酒，曾因醇美的口感被丈夫做得风生<水>起，但现在因客户资源流失，纯有口感却已经无复当年之勇。	a1.s1	a2.s2	a3.s1	a4.s1	a5.sx
水-n	但是，我喝你家<水>、吃你家大米了哇？	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	干花、中草药泡<水>当茶饮赏心悦目，已成为一种时尚，但并非其中所有种类都适宜泡饮。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	“丁字步直立，抬头，微笑，露出8颗牙齿，真诚地平视前方，肩部打开，微微下沉，就像肩上有一滴<水>在往下落，挺胸，感觉有人拎着你的头朝上提……”在培训主管的亲身示范下，从餐饮部各岗位选拔出来的新一批高宴服务员们聚精会神地学习并模仿着。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	养殖捕捞设施影响行洪、危及水工程安全以及危害水体、水质的，<水>行政主管部门有权采取清除措施。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	润颜水肌霜：富含茶·叶提取物和欧蓍草提取物，补<水>同时可以有效提高皮肤氧化效果；	a1.s1	a2.s13	a3.s1	a4.s1	a5.sx
水-n	当我再次回到爷爷家,再想找我的弟弟妹妹到那里玩,再想坐在岸边欣赏风景时,却发现,那里已经干涸得只有一滩<水>,周围都是垃圾!	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	因此，我认为，包括在环境方面，我们的技术也会做出一定的贡献，比如说清洁的空气，清洁的<水>，包括食物、交通，都可以由技术做出贡献。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	昨天杭州的本地论坛上，一组图片吸引了大家的眼球——这几天的雨水天气，让余杭区闲林东路34号原杭州阀门厂宿舍小区水漫金山，深的地方<水>有一尺，居民苦不堪言。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	弘祥工程材料SR嵌缝密封胶GB填料与SR填料两种材料性能及工艺对比(1)GB底胶固化时间较长，一般为24h，若在12h内遇<水>或浸泡，即使表面填料已施	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	教师常用“要给学生一碗<水>，自己应有一桶水”来比喻专业知识深度的重要性，只有高出几等、深入几分，才能带领学生在知识的海洋中遨游，起到导向作用，才能从整体上深入把握实验教学的各个环节，使学生学得更主动、更扎实。	a1.s1	a2.s4	a3.s1	a4.s1	a5.sx
水-n	一立方米<水>的质量大约为1000kg，在地球引力场下这个重量比常规的英国的一吨还重。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	我接了一盆温热的<水>，把红领巾放入了水中泡了一会儿，又拿出来，涂上肥皂，开始用手轻轻揉搓。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	在银行公布的外汇牌价中现钞与现汇并不等值夹缝中生存的"那样一定会受到眼前这血族成员,而那雷神之锤正好从<水>元波印象会:解放军演习陆军唱主角陆航旅长首当三军司令员EIA数据利之后！	a1.sx	a2.s3	a3.s5	a4.s1	a5.sx
水-n	第一次用盐<水>洗完脱色后，以后洗就不容易脱了！	a1.s1	a2.s1	a3.s13	a4.s1	a5.sx
水-n	五行名字的五行配置为：<水>-木-金。	a1.s1	a2.s9	a3.s7	a4.s1	a5.sx
水-n	热力公司只能向二次管网内补<水>升压，影响了系统水平衡和其他用户正常用热，如金雀山小区、东苑小区等。	a1.s1	a2.s13	a3.s1	a4.s1	a5.sx
水-n	起一锅<水>，将作法4的馄饨放入锅中以小火煮约3分钟后，捞起并沥干水份；将青江菜汆烫略熟后捞起并沥干水份，备用。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	倒入电饭锅，加入<水>，水比平时煮饭少一点，按下煮饭键开始煮饭啰。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	荆门市国土资源局地质环境科科长王予川解释：采空区顶板和支柱为石膏，其实石膏有个特性，“微溶于水”、“遇<水>软化”。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	说完她把我们带到休息区，并递给我们两杯<水>，我说了声谢谢。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	电视里这样描述周庄：流动的<水>与静立的桥，静静的老屋与游动的小船形成了一道独特的风景，令人…	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	把所有食材洗净加入足量的<水>一起放入电饭锅或者高压锅即可，成品出来的味道也相当不赖……今天我想跟大家分享的这道汤呢虽然需要的时间比较长，在步骤上也多了些，不过如果喜欢喝汤的TX不妨一试，一定会让你觉得惊喜。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	193运行中如发生出现不正常声音温度振动或气味,必须停机检查,排除故障后方可开机需避让隐患劣化的危险涉及范围进行检查,并与检查后根据情况停机或汇报记录如遇停机检查或检修,需确认故障消除后才可开机4运行人员严禁在操作室内嬉戏打闹,禁止无故在操作柜配电柜后停留,禁止无关人员在操作室厂房滞留5精心操作,做到勤看勤听勤检查勤联系6停机检修时,停开试车一专人负责,严格执行挂牌制度,谁挂谁取7设备维护时,需按挂牌制度禁止开机,打扫电器设备禁止使用湿布或水严禁用潮湿物体接触电器设备,严禁把<水>洒在电器设备上8严禁禁止在压力容器旁逗留或休息,严禁在机器运转时擦拭或接触发热部件(扩压器)9点检操作上下楼梯时必须要扶好栏杆,防止滑倒摔伤10取油加油擦拭废油时需遵守防滑防火要求19	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	法滑雪冠军打造水上飞行神器可飞至高空3千米那我就看看你如何接下我这弱<水>三击!	a1.sx	a2.s11	a3.s1	a4.s1	a5.sx
水-n	容量比较法：采用准确度较高的标准金属量器向铁路罐车中注入介质<水>，同时采用磁致伸缩液位计测量铁路罐车中水的液位，通过温度、体膨胀系数等修正，得出铁路罐车容积表，容积值的测量不确定度不大于2×10-3（k=2）。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	自从她发现珠河水对改善体质很有效果后，每天饮用的<水>都是珠河水。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	&gt;米胖旅游商城&gt;电子地图&gt;北京地图&gt;水立方地图水立方地图（包括水立方电子地图、<水>立方交通图等）由百度地图提供。	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx
水-n	BAT围绕主业试<水>直播	a1.s2	a2.s1	a3.s1	a4.s1	a5.sx
水-n	这时她才松了一口气，想起来自己已经两顿饭没吃，一口<水>没有喝了。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	从事供电服务工作四年来，郭锐始终用行动践行着“你用电、我用心”的服务理念，全面贯彻“优质、方便、规范、真诚”的服务方针，不断创新优质服务，用真情和汗水诠释着“客户可能需要的是一勺水，但是我们要为这一勺水准备好一缸<水>”的服务精神。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	整个演讲过程中,77岁高龄的白先勇都是站着讲述《牡丹亭》,未喝一口<水>。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	冬季在你的肌肤深层洁净后可以用热水蒸脸，或者在洗澡的时候，用热水水蒸气蒸脸补<水>，或在热水中加入几滴精油，做个美容护肤的脸部SPA这对于干性肌肤的女孩很有用哦。	a1.s1	a2.s13	a3.s1	a4.s1	a5.sx
水-n	进入2017年，细心的市民突然发现美舍河变了：河水不再黑臭，岸边栽种了绿树红花；河道的水泥护坡不见了，露出了原始的红色土壤；<水>中的杂物不见了，取而代之的是苦草、狐尾藻等水生植物；鱼儿回来了，甚至多年不见的小白鹭、棕背伯劳、白头鹎也飞来了。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	<水>岸绿城三期现房65-119平起价3588元均价3750元	a1.s1	a2.s1	a3.s3	a4.s1	a5.sx
水-n	准备磨淀粉，混合米兑些<水>，每次一小勺放在磨眼里。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	在懒人用品中，主要有自动扫地机、自动榨汁机、多功能切菜器、多功能床上电脑桌、拖把挤<水>器、电热饭盒、充气床、充气沙发、充气浴池、一次性产品等等。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	二、冬虫夏草的十大功效:1．调节免疫系统功能：2．抗肿瘤：3．提高细胞能量、抗疲劳：4．调节心脏功能；5．调节肝脏功能：6．调节呼吸系统功能：7．调节肾脏功能：8．调节造血功能：9．调节血脂：10．抗疲劳：三、冬虫夏草的服用方法:1、煮<水>当茶喝，而不是用开水泡着喝，此法简单有效。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	与会人员一路走、一路看，仔细听、心中记，对江华园区建设表示由衷赞赏，对该县风生<水>起的项目建设更是欣喜不已。	a1.s1	a2.s2	a3.s1	a4.s1	a5.sx
水-n	不过呼吸了最纯净的空气，喝了最纯净的<水>，就不要谈钱伤感情了。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	通常普通的塑料水杯需要50年的时间才可以彻底分解，而如果改用玻璃或陶瓷材质水杯，我们每天清洗这些器皿大概需要使用超过10至12升的<水>。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	用法：每日1剂,<水>煎2次,第1次煎汁250ml，第2次煎汁150ml，两汁混匀，分2次服；1周为1个疗程，一般服3～4个疗程，以后每月服1个疗程，连服3个月。	a1.s1	a2.s18	a3.s1	a4.s1	a5.sx
水-n	3缺<水>自动断电4加湿量可任意调节，雾量均匀5先进抑噪设计，超静音运行6纳米抗菌技术，防霉、防菌7可工作时间:连续7-12小时	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	以生产实践为研究背景，结合地区降水与地下水情况、考虑作物生长阶段，设计几种不同的地下水埋深，探索不同作物几个主要生长阶段对地下<水>埋深敏感性显得十分必要，对制定科学的灌排标准也具有重要的理论与实用价值。	a1.s1	a2.s1	a3.s11	a4.s1	a5.sx
水-n	2005年《条例》被列入水利部立法项目，罗尖担任太湖局起草工作组组长，组织提出了《条例》草案；2007年无锡供水危机后，他夜以继日抓紧组织《条例》草案及起草说明的修改完善，经努力，由水利部转报国家发改委；2008年，国务院批复的《太湖流域<水>环境综合治理总体方案》中明确提出制定《条例》，并将其列入国务院立法计划，太湖局打了一个漂亮的有准备之战。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	A分四类，分别是：⑴水冷却式⑵空气冷却式⑶<水>—空气冷却式⑷蒸发—冷凝式参考资料：冷凝器	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	大气、<水>、土壤污染是影响我国环境质量的突出问题，大气、水、土壤污染防治三大战场就是当前环保工作的主战场。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	拉菲娱乐苹果app那你就是最大的笨蛋'拉菲娱乐苹果app资产慢慢转移到了一下金融对比,投资市但在,剑气从<水>幕之中散发了出来：取消高校行政级别难在哪里？	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	李惠利医院中医科张增祥医生介绍：藿香正气水的前身是藿香正气散，最早出于宋朝的《太平惠民合剂局方》，由藿香、苏叶、白芷、半夏、陈皮、白术、茯苓、厚朴、大腹皮、甘草等组成，自1954年改成藿香正气<水>。	a1.s1	a2.s3	a3.s2	a4.s1	a5.sx
水-n	摘要：据称,由于这些体育服装很多在中国生产,对中国环境的污染,特别是<水>的污染非常严重。	a1.s1	a2.s1	a3.s11	a4.s1	a5.sx
水-n	（2）测定溶液的酸碱度使用的是pH试纸，检验硬水和软水使用的是肥皂水，硬水中含有的可溶性钙镁化合物受热易生成不溶性钙镁化合物，硬水软化就是降低水中的可溶性钙镁化合物的含量，故可以采用加热煮沸的方法降低<水>的硬度，故填：pH试纸，肥皂水，加热煮沸；	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	靠近来看，还是比较壮观的，还有就是黄河的<水>是黄哈。	a1.s1	a2.s1	a3.s12	a4.s1	a5.sx
水-n	目击者回忆了当年展出的作品遭人吐口<水>的情形。	a1.s1	a2.s12	a3.s10	a4.s1	a5.sx
水-n	浇上这遍<水>，我自己把葱拔出来给葱贩送去，他们给我一毛钱一斤。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	放满一池清凉的<水>	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	金沙滩堪称青岛沙质最好的沙滩，<水>清滩平、沙质细腻。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	因此，在指标的选择上，着重从水安全、<水>生态、水环境、水文化、用水行为和监督管理这些方面，选择能够反映实际情况的指标作为评价指标。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	叫小翠去准备洗澡<水>，她要沐浴！	a1.s1	a2.s1	a3.s4	a4.s1	a5.sx
水-n	情急之下，我拨打了轩轩吃的奶粉厂家提供的免费育婴热线，按照专家的点拨，用白萝卜加梨煮<水>给孩子喝了一次，结果还真有了明显的效果，没超过三次，就彻底解决了化痰的大问题。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	罗伟大哥，你没有走，你永远留在了那山、那<水>、那人民之间……”	a1.s1	a2.s5	a3.s3	a4.s1	a5.sx
水-n	安装时存水弯的高度应符合设计要求，否则冷凝<水>不能排出。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	骂人不是东西，意思是：不是东西就是南北，南北为火和<水>，即骂对方是无情无义之人。	a1.s1	a2.s9	a3.s7	a4.s1	a5.sx
水-n	家住合肥市包河区淝南家园的市民苏女士的孩子就可以上公办幼儿园，她非常高兴，因为从今年9月开始，她所在的小区也将试<水>“公建民营零租金”幼儿园。	a1.s2	a2.s1	a3.s1	a4.s1	a5.sx
水-n	封少忠说；一、希望得到政府资金扶助，我们这里不缺阳光、不缺<水>，肥沃的土地上千亩且交通便利，村干支持民心齐。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	好奇心很快战胜了离开的念头，罗知真靠着树木坐下来，活动一下因为操控轻灵帕而僵硬的手指，然后取出一壶<水>和一块糕点。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	将<水>倒入果汁机里一同搅拌，过后，将汁滤至杯中。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	中东国际娱乐城返水老品牌官方认证中东国际娱乐城返<水>防触电插中东国际娱乐城返水,沙巴真人娱乐座双方争吵愈演愈烈,田某一怒之下,踹了老汉胸部一脚.	a1.s3	a2.s14	a3.s1	a4.s1	a5.sx
水-n	要饮暖<水>，食物方便以简单清淡为主，以防“食复”，即是病愈后，因饮食失节致病情复发。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	彗星一直被认为是太阳系形成初期留下的产物，其彗核由凝结成冰的<水>、二氧化碳、氨和尘埃颗粒混合组成，因此彗星也常被唤作“脏雪球”。	a1.s1	a2.s1	a3.s15	a4.s1	a5.sx
水-n	今天，我们要和大家一起解决的问题是：绿萝花和山楂可以一起泡<水>喝吗?	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	同学们，告诉你们一个惊人的消息，一吨<水>可以米每袋五十千克的面粉四十三袋，生产药片两千片，生产化肥五百千克，生产水泥三百五十千克，染布三十三点三米，炼钢一百五十千克。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	我在12年的信访工作中，没抽过信访人一支烟，没喝过信访人一口<水>，没吃过信访人一顿饭。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	洗手、洗脸时，水龙头开得特别大，直到洗完才发现，有许多原本很清亮、无污染的<水>，却被白白地浪费掉了。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	这段传闻被传的风生<水>起,爆料者称二人在清明前就在澳门注册结婚,但随即被双方否认.	a1.s1	a2.s2	a3.s1	a4.s1	a5.sx
水-n	风流邪神在都市正文第十六章出乎意料林芸木然的给莫星递过来的茶杯里倒着<水>，而莫星同样木然的看着谭心雨。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	当时的人类会根据阳光、<水>、火去判断白天和黑夜的时间，并会根据这些变化记录重要事情之间的间隔。	a1.s1	a2.s9	a3.s7	a4.s1	a5.sx
水-n	方法：用温热的<水>润湿皮肤后，先用洗面奶清洁面部。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	比起鸟巢和<水>立方，‘红灯笼’将成为文化产业的标志性建筑，为武汉乃至全国带来不一样的文化气息。”	a1.sx	a2.s1	a3.s1	a4.s1	a5.sx
水-n	绿瘦怎么查真伪那我就看看你如何接下我这弱<水>三击~绿瘦怎么查真伪上海通用汽车宣布将在今年第二季度引进雪佛兰全新小型SUV:绿瘦怎么查真伪眼中满是屈辱现货白银靠谱吗学会"金·融天下金·赢未来~他们拥有皇品仙器：青海：自动售取票机进校园(组图)青帝陡然冷喝这是一个三室一厅！	a1.sx	a2.s11	a3.s1	a4.s1	a5.sx
水-n	2、车载冰箱：夏季天气炎热需多补<水>，车载冰箱能让你享受清凉外，还可以储存食物，保持新鲜，增加旅途乐趣。	a1.s1	a2.s13	a3.s1	a4.s1	a5.sx
水-n	徐某在贴吧首次成功“试<水>”，是他顺利和“第一任”搭档洪某接上头。	a1.s2	a2.s1	a3.s1	a4.s1	a5.sx
水-n	不远处一根1米多粗的水泥管上打着一个塑料补丁，还有些<水>从缝隙中渗出来。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	贝壳粉使用寿命最长，耐脏，易于修补，遇<水>不会成泥不会掉粉	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	红糖具有益气养血，健脾暖胃，驱风散寒，活血化淤的功效，吃太多冰西瓜肚子发凉拉肚子的时候，可以用10克红糖泡<水>喝，胃暖和了拉肚子就能有所好转。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	他将少年人安顿在屋内，喝了一碗<水>，少年人已可控制自己了，用感激的目光，不住向两人打量。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	不过，这些使得茶“回甜生津，醇厚鲜爽”的物质，也同样的很容易溶于水中（这是当然的，不溶于<水>我们也品尝不到了），洗茶还是如上文所说，应该控制在很短的时间为宜。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	《宋史·潘美传》：“美受诏，提骁果数万人，期于必胜，岂限此一衣带<水>而不径度乎？”	a1.s1	a2.s10	a3.s9	a4.s1	a5.sx
水-n	今年以来，市老龄办根据市委、市政府关于推进“五<水>共治”工作的部署要求，要求各地积极组织发动老年人参与“五水共治”。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	为此，根据幼儿生长发育规律，充分利用户外的日光、空气、<水>等自然因素作适当锻炼，对提高孩子各系统、各器官的生理机能和发展个性、促进身心健康起到巨大作用。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	不过说也奇怪，这洞中虽然始终没有任何气流风动，却一直不会憋闷，还有就是，那树洞地面上的水洼，这些日子里无论陆尘还是阿土都是喝着里面的水，但水洼中那清澈的<水>却始终不见消退半点。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	一个情况是在水面接触更热的<水>而膨胀降低密度、加速溶解丢失重物，利于保持浮游；二个是被对流推到变冷的水中收缩提高密度和被拽下去，不利于浮游；三个是被挤到表面的气泡会接触水面逃跑，密度提高不利浮游；四个是上层水体密度偏低（更热、溶解茶叶物质偏少、比下层水体受到的压强小），不利浮游。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	6、米线在温水泡一小时，锅中放入足量的<水>，烧开后放入泡好的米线，煮至米线没有硬芯；	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	河里的<水>清澈见底，每到夏季，他总爱约上小伙伴在河里嬉戏、捉鱼。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	此外也可将君子兰放在室内且有明亮散射光而又凉爽的地方，经常向花盆四周地面上洒些<水>，也可利用电扇吹风降温。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	[猫猫健康]藿香正气水帮猫猫驱蚊防虫达人支招，藿香正气<水>是可以帮助猫猫驱蚊防虫的，经试验后对猫猫没有任何伤害。	a1.s1	a2.s3	a3.s2	a4.s1	a5.sx
水-n	“金华校园足球，为什么能搞得风生<水>起？”	a1.s1	a2.s2	a3.s1	a4.s1	a5.sx
水-n	世界上最纯净的<水>在这里来自智利麦哲伦大学和美国北德克萨斯大学的科学家历时10天，在麦哲伦地区的威廉斯港城镇发现了世界上最纯净的水。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	将1盒欣圣源发酵床菌种加入10公斤红糖100公斤<水>，培育发酵成100公斤菌液来备用	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	买完东西我们吃了店KFC的东西，然后就上三楼了，那个钓鱼的跟松原的不一样，不是流动的<水>，我感觉没啥意思，后来儿子看见淘气堡就要去那玩了，25元一次，玩吧，孩子这些天憋屈坏了，成天要回青岛呢！	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	“洗澡后的<水>也不脏，用来涮拖把、擦地板都行，倒掉了多可惜啊！”	a1.s1	a2.s1	a3.s4	a4.s1	a5.sx
水-n	蔡奇语重心长地对大家说，素有北京城里三杯水，一杯来自密云水库一说，而这杯水是兜底的，密云水库的<水>是生命之水。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	她的稿子里面有一个公益广告的词对我的印象最深：“如果人类不保护地球，那么地球上的最后一滴<水>就是我们自己的眼泪。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	由于在混合及地面浇铸过程中，需要加入过量的<水>，随着水份的蒸发，就会在水泥凝胶中留下孔隙，这种孔隙被称为凝胶孔隙。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	将随手泡中的水倒入紫砂壶中，要没出紫砂壶，然后将<水>倒入公道杯，再由公道杯倒入品茗杯中，接下来拿杯夹洗杯。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	为依法保护章江水系水源、防治水环境污染，市政府决定组织开展一次以“让人民群众喝上干净的<水>”为目标的章江水系水源污染集中整治行动。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	黄河之<水>真的从天上来？	a1.s1	a2.s1	a3.s12	a4.s1	a5.sx
水-n	日均增产30万吨"<水>之力同样在那闪烁着蓝光!	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	Q&A3：很多人用断食的方法，譬如给自己规定一周中的一天只喝<水>不进食其他食物，那么吃得少或者不吃，是不是就能给肠道排毒？	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	变革的75%里程奖励沙奇里首秀演50米狂突2500万双枪难撑曼乔新阵，你发已经平仓的~并按照你自己的方法选出那些比较活跃的币种为了对付你这弱<水>三击，	a1.sx	a2.s11	a3.s1	a4.s1	a5.sx
水-n	他说，现在全镇几乎没有散户在养猪了，一是因为毛猪价格低，养殖户赚不到钱，二是因为<水>环境保护不允许四处养。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	使得底下好的会等于坏的<水>处理和天然气板块有望接力环保“风暴”!	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	这个方法简单，就是洗澡时用你能接受的最热的<水>冲洗颈部5分钟，可以缓解病情。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	司马迁如果不认真，就不会历时18年撰出巨著《史记》，李时珍如果不认真，也不会花费31年终写成中国医药学圭臬《本草纲目》，王羲之如果不认真，更不会用尽18缸<水>，练就成一代书法大家。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	终于，到了过最后一遍<水>时，我在水中倒进气味芳香的柔软剂，把衣服泡个三五分钟，就可以拧干了。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	发起可以到游泳池里走路，藉由<水>的浮力削减肌群的过分紧缩，透过走路时所发生的水流阻力，平等于对肌肉举行推拿的效应，比体温较低的水温，更可以到达镇定肌肉、降低发炎的效应。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	是时候该唤起黄河流域生存发展的人们，到贵州寻亲，追回两千多年前的那份血浓于<水>的亲情了!	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	我们决不能再走先污染后治理的老路，为了人类的健康和生存，为了拥有洁净的<水>环境，保护水资源，当从现在做起！	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	介质：<水>油8.	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	人常说：要给学生一杯<水>，自己要有一桶水。	a1.s1	a2.s4	a3.s1	a4.s1	a5.sx
水-n	青砂器俗称砂锅、砂壶、砂吊等，为蔚县传统民间手工艺器皿，是熬中草药、烧水、做饭、煮肉、热酒的上好器皿，用它煎煮食物不变质不变味，烧水好喝，热酒不滋辣，熬粥味道清香，炖肉不腻可口，素有“砂壶<水>，扣碗茶，砂锅肉”之美誉。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	为什么要喝烧开的<水>？	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	淀山湖大道站北侧综合体东渡悦来城：淀山湖大道站将打造成为青浦新的副城市中心，而此处除了青浦万达茂之外，还有以水文化为核心，以流动的<水>为主题的东渡悦来城。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	【德国思诺】地面防滑剂SINO-305高效防滑，效果显著，是一款水溶性液体，无毒无害，具有超强的渗透力，能有效渗入地砖及石材毛细信道，通过与地面砖或地面石材的化学作用，使该信道增宽，遇<水>或油渍时与脚底接触能形	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	除此之外，通过三根毛发（需要有发根）、血液、漱口<水>也都可以进行检测。	a1.s1	a2.s6	a3.s2	a4.s1	a5.sx
水-n	然后拧开洗鼻壶进水口，将调好的<水>注入洗鼻壶内，盖好洗鼻壶盖子。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	大多数美国人在白天没有喝足够的<水>,这可能对他们最大的负面影响肾脏。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	选用该途径给药时药物应易溶于<水>，用药前可根据具体情况停止供水1～3h，按照采食量的2倍确定饮水量，以保证用药效果。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	通过这次活动，我感受到了：原来一瓶好水，清凉的<水>不仅仅靠这座联合国保护的自然区――鼎湖山得来的，而且还要经过现代化的加工生产才能完完全全生产出好的水来。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	据统计，2014年共有1050人次的基层<水>行政执法人员参加培训。	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
水-n	蒲公英姑姑说：“孩子，喝一口<水>吧。”	a1.s1	a2.s1	a3.s1	a4.s1	a5.sx
